290.011429,103,7366.678622516155,86.1328125
266.501224,124,2907.9657387677803,86.1328125
125.988571,104,6172.919373373472,430.6640625
253.962449,110,6311.143641064722,258.3984375
236.486531,130,6876.090410812672,86.1328125
184.163265,180,5733.285214729094,430.6640625
299.62449,123,6794.721230666169,258.3984375
255.660408,109,6929.39803834831,258.3984375
203.023673,134,5233.062807876251,86.1328125
396.512653,152,5517.517039476302,86.1328125
323.500408,171,6076.500479060825,258.3984375
338.259592,108,4824.195757971078,86.1328125
278.726531,109,6463.2201137405045,86.1328125
156.447347,108,6763.321014495672,258.3984375
244.140408,122,6999.784538644268,430.6640625
296.411429,96,6370.353748831217,258.3984375
263.68,110,5075.718305492342,258.3984375
124.630204,133,5613.387122735674,86.1328125
211.278367,115,7096.587959584205,86.1328125
189.257143,164,5300.589264944561,1119.7265625
175.15102,118,7335.784900523588,258.3984375
268.747755,130,7079.009081255464,258.3984375
347.010612,130,6076.767752846155,258.3984375
192.365714,134,5962.921253719237,430.6640625
252.525714,94,5816.719169444704,430.6640625
314.383673,127,4776.762649212117,430.6640625
233.456327,150,4364.288498728702,258.3984375
394.03102,93,6935.652257720219,258.3984375
286.902857,104,6184.351999817837,258.3984375
258.037551,95,5686.830366729545,430.6640625
270.236735,109,6199.473471670159,258.3984375
324.336327,133,5976.687355456137,258.3984375
330.997551,100,7175.143752687751,1119.7265625
292.989388,120,6582.539658577589,1119.7265625
286.772245,113,6757.069069102373,258.3984375
231.053061,126,6153.884090137012,1119.7265625
510.354286,103,6359.989500378038,258.3984375
401.580408,175,6260.126766611337,258.3984375
251.324082,110,6099.438601032088,1119.7265625
229.088073,107,7146.881964190867,258.3984375
248.267755,133,5919.23801330509,258.3984375
239.537052,91,5279.576416549501,1119.7265625
276.166531,120,6748.329625412149,86.1328125
201.038367,104,7039.733589038256,258.3984375
297.400726,104,5266.176447166608,602.9296875
288,114,6717.9450668824,258.3984375
464.863492,108,6153.022333913598,258.3984375
197.416054,103,6743.9508404867065,86.1328125
249.010794,91,6147.596238869971,86.1328125
266.843719,109,6855.090689311945,602.9296875
271.812789,129,6224.196100853729,258.3984375
176.053696,164,6982.798590566595,602.9296875
415.164082,155,6797.70643849753,258.3984375
261.340499,94,6641.711223286058,86.1328125
219.266009,93,6721.053344140456,258.3984375
175.867937,137,6029.976463550995,258.3984375
219.98585,130,5767.941682646246,86.1328125
242.230567,96,5582.430646724425,258.3984375
310.056054,101,6217.448773869421,86.1328125
230.666984,128,6290.406147724946,86.1328125
132.400181,100,5008.022286926283,258.3984375
234.24,129,5398.892483031368,258.3984375
243.809524,94,6024.000927858506,258.3984375
348.113039,123,6991.685821945904,258.3984375
286.998662,104,6161.378077523105,258.3984375
394.11229,115,6915.25873425586,258.3984375
254.484898,112,6804.844729971909,258.3984375
258.136236,94,5658.597276053659,258.3984375
169.795918,165,6695.940885911518,602.9296875
195.657143,124,6015.958841597275,258.3984375
373.106939,130,5985.100342690678,602.9296875
74.893061,120,6631.954448908565,258.3984375
256.339592,109,6944.200401958374,258.3984375
304.457143,92,5504.317161040619,258.3984375
143.542857,123,6000.967457743724,602.9296875
136.437551,124,6382.479560108127,258.3984375
287.843265,129,2501.4469074913227,258.3984375
169.221224,106,6506.501128014878,258.3984375
293.276735,97,5765.957183707699,602.9296875
248.032653,137,5153.73076330194,258.3984375
45.557551,134,6778.099526830963,775.1953125
286.354286,123,5318.901188010643,258.3984375
131.186939,92,6091.348316559155,86.1328125
140.120816,109,6872.48020944527,602.9296875
191.869388,103,6520.92306679106,258.3984375
204.251429,147,6307.302984609238,258.3984375
147.670204,116,5866.4259344820375,258.3984375
251.141224,97,4606.301780211012,258.3984375
157.805714,92,4656.11091573561,258.3984375
122.618776,128,6610.7435563072995,258.3984375
160.182857,96,6324.316089297898,258.3984375
84.427755,98,6015.456566122392,258.3984375
115.487347,100,6377.4122904963415,258.3984375
32.20898,175,6928.843853286855,258.3984375
59.402449,136,6385.455695631082,430.6640625
85.080816,101,6355.65902190072,430.6640625
87.640816,116,6423.6856369956595,430.6640625
66.089796,125,6328.997116054296,430.6640625
124.760816,110,5894.149684939412,602.9296875
158.458776,101,6097.305882569099,430.6640625
145.789388,105,6447.55296268232,430.6640625
59.402449,136,6385.455695631082,430.6640625
208.796735,93,6007.7340581080425,258.3984375
209.737143,100,7248.386353525437,258.3984375
128.365714,105,6368.1474512279165,258.3984375
186.017959,132,6413.830664378111,258.3984375
121.965714,130,5714.211323624801,258.3984375
207.46449,129,7305.17301318233,258.3984375
198.870204,128,7013.100923072449,258.3984375
176.117551,109,6902.044019827483,258.3984375
174.602449,113,6837.142106750043,86.1328125
125.727347,158,4723.774492112742,258.3984375
227.422041,136,6687.754306545779,86.1328125
